id;name;score;episodes;aired;broadcast;source;duration;ranked;members;studios;genres;recomendation
7378;Koroshiya-san: The Hired Gun;5.66;10;Oct 11, 2013 to Dec 13, 2013;Unknown;4-koma manga;3 min. per ep.;2;5,051;Opera House;Action|Comedy|Police|Seinen|Thriller;Inferno Cop<>1 User|Shingeki no Kyojin<>AutoRec|Noragami<>AutoRec|One Punch Man<>AutoRec|Barakamon<>AutoRec|Gekkan Shoujo Nozaki-kun<>AutoRec|Kill la Kill<>AutoRec|Hataraku Maou-sama!<>AutoRec|Log Horizon<>AutoRec|Kyoukai no Kanata<>AutoRec|Tokyo Ghoul<>AutoRec
7379;Lance N' Masques;5.66;12;Oct 2, 2015 to Dec 18, 2015;Fridays at 01:46 (JST);Light novel;24 min. per ep.;2;35,977;Studio Gokumi;Fantasy;Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?<>1 User|Zero no Tsukaima<>1 User|Ro-Kyu-Bu!<>1 User|Accel World<>1 User|Hayate no Gotoku!<>1 User
7380;Last Orders;5.66;1;Oct, 1997;None;Original;1 min.;2;561;Production I.G;Action|Samurai|Sci-Fi;Kimi no Na wa.<>AutoRec|One Punch Man<>AutoRec|Mob Psycho 100<>AutoRec|Cowboy Bebop<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Koe no Katachi<>AutoRec|Shelter<>AutoRec|Ghost in the Shell<>AutoRec|Perfect Blue<>AutoRec|Boku no Hero Academia<>AutoRec
7381;Mission School;5.66;1;Nov 22, 2006;None;Unknown;4 min.;2;336;add some;Music|School;Kobayashi-san Chi no Maid Dragon<>AutoRec|Shingeki no Kyojin<>AutoRec|New Game!!<>AutoRec|Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Lost Forest<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Shelter<>AutoRec|Beautiful World<>AutoRec|Sword Art Online<>AutoRec
7382;Mugen Senshi Valis;5.66;1;1987;None;Game;3 min.;2;289;Sunrise;Action|Adventure|Fantasy;Ghost in the Shell<>AutoRec|Cowboy Bebop<>AutoRec|Neon Genesis Evangelion: The End of Evangelion<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec|Akira<>AutoRec|Golden Boy<>AutoRec|Kimi no Na wa.<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Mobile Suit Gundam<>AutoRec|Neon Genesis Evangelion<>AutoRec
7383;Ninja Bugei-chou;5.66;1;Feb 15, 1967;None;Unknown;2 hr. 15 min.;2;851;add some;Action;Mahou Shoujo Madoka★Magica<>AutoRec|Steins,Gate<>AutoRec|Akira<>AutoRec|Kenpuu Denki Berserk<>AutoRec|Clannad<>AutoRec|Cowboy Bebop<>AutoRec|Naruto<>AutoRec|Shigatsu wa Kimi no Uso<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Gantz<>AutoRec
7384;Q Transformers: Kaette Kita Convoy no Nazo;5.66;13;Jan 6, 2015 to Mar 31, 2015;Unknown;Unknown;5 min. per ep.;2;504;DLE;Slice of Life|Parody|Mecha;One Punch Man<>AutoRec|Death Parade<>AutoRec|Boku no Hero Academia<>AutoRec|Tatakae! Chou Robot Seimeitai Transformers<>AutoRec|Durarara!!x2 Shou<>AutoRec|Death Note<>AutoRec|Kuroko no Basket 3rd Season<>AutoRec|Haikyuu!! Second Season<>AutoRec|Haikyuu!!<>AutoRec|Ansatsu Kyoushitsu (TV)<>AutoRec
7385;R20: Ginga Kuukou;5.66;1;Aug 28, 1991;None;Original;3 min.;2;674;Gainax;Sci-Fi;Paprika<>AutoRec|Neon Genesis Evangelion<>AutoRec|Top wo Nerae! Gunbuster<>AutoRec|Ghost in the Shell<>AutoRec|Neon Genesis Evangelion: The End of Evangelion<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Top wo Nerae 2! Diebuster<>AutoRec|One Punch Man<>AutoRec|Cowboy Bebop<>AutoRec|Daicon Opening Animations<>AutoRec
7386;Shin Megami Tensei: Tokyo Mokushiroku;5.66;2;Apr 21, 1995 to Jun 21, 1995;None;Manga;30 min. per ep.;2;3,436;J.C.Staff;Action|Sci-Fi|Horror;X/1999<>1 User|Kujakuou<>1 User|Souryuuden<>1 User|Digital Devil Story: Megami Tensei<>1 User|Devilman: Tanjou-hen<>1 User|Teito Monogatari<>1 User
7387;Si Ling Bianma: Zhi Shijie Caozong Zhe;5.66;12;Dec 19, 2013 to Jun 4, 2014;None;Original;9 min. per ep.;2;949;add some;Game|Mystery|Parody|Horror|Psychological|Fantasy;Death Note<>1 User|Sword Art Online<>1 User|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Quanzhi Gaoshou<>AutoRec|Nanatsu no Taizai<>AutoRec|Kimi no Na wa.<>AutoRec|One Punch Man<>AutoRec|Shokugeki no Souma: Ni no Sara<>AutoRec|Naruto: Shippuuden<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Shingeki no Kyojin<>AutoRec
7388;Sword Gai;5.66;1;Oct 4, 2013;None;Manga;1 min.;2;360;Digital Frontier;Action|Seinen|Supernatural;Shingeki no Kyojin Season 2<>AutoRec|Kimi no Na wa.<>AutoRec|Kakegurui<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Shelter<>AutoRec|Mob Psycho 100<>AutoRec|One Punch Man<>AutoRec|Charlotte<>AutoRec|Berserk 2nd Season<>AutoRec|Made in Abyss<>AutoRec
7389;Vanquished Queens Specials;5.66;4;Mar 29, 2013 to Sep 30, 2014;None;Other;6 min. per ep.;2;3,273;Arms;Ecchi;Sekai de Ichiban Tsuyoku Naritai!<>1 User|Vanquished Queens<>AutoRec|One Punch Man<>AutoRec|Queen's Blade: Rebellion<>AutoRec|Queen's Blade: Rurou no Senshi<>AutoRec|Queen's Blade: Gyokuza wo Tsugu Mono<>AutoRec|Queen's Blade: Utsukushiki Toushitachi<>AutoRec|Shingeki no Kyojin<>AutoRec|Queen's Blade OVA<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Queen's Blade: Grimoire<>AutoRec
7390;Yumemakura Baku Twilight Gekijou;5.66;4;May 21, 1991 to Nov 21, 1991;None;Novel;15 min. per ep.;2;424;D.A.S.T.;Horror|Psychological;Midnight Eye: Gokuu<>AutoRec|Midnight Eye: Gokuu II<>AutoRec|Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai<>AutoRec|Superflat Monogram<>AutoRec|0-sen Hayato<>AutoRec|Shinryaku!! Ika Musume<>AutoRec|Zoku Attacker You! Kin Medal e no Michi<>AutoRec|Loups=Garous<>AutoRec|Working'!!<>AutoRec|11-nin Iru!<>AutoRec
7391;Be-Boy Kidnapp'n Idol;5.65;1;Dec 22, 1989;None;Original;26 min.;2;5,043;AIC;Drama|Shounen Ai;Gravitation<>2 Users|Suki na Mono wa Suki Dakara Shou ga Nai!!<>1 User|Seikimatsu★Darling<>1 User|Lesson XX<>1 User
7392;Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special;5.65;1;Oct 10, 2014;None;Unknown;3 min.;2;2,428;Seven;Slice of Life|Comedy;Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Choboraunyopomi Gekijou Ai Mai Mii<>AutoRec|Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Gabriel DropOut<>AutoRec|Kimi no Na wa.<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo!<>AutoRec|Koe no Katachi<>AutoRec
7393;Dead Heat;5.65;1;Aug 7, 1987;None;Unknown;30 min.;2;566;Sunrise;Action|Sports|Mecha|Sci-Fi;RideBack<>1 User|Kill la Kill<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|Cowboy Bebop<>AutoRec|Sidonia no Kishi<>AutoRec|Ghost in the Shell<>AutoRec|Top wo Nerae! Gunbuster<>AutoRec|Mobile Suit Zeta Gundam<>AutoRec|Kiseijuu: Sei no Kakuritsu<>AutoRec|Majo no Takkyuubin<>AutoRec|Space☆Dandy<>AutoRec
7394;Fushigi na Kusuri;5.65;1;1965;None;Unknown;15 min.;2;264;add some;Slice of Life;Ningyo<>AutoRec|Aru Machi Kado no Monogatari<>AutoRec|Kimi no Na wa.<>AutoRec|FLCL<>AutoRec|Neon Genesis Evangelion<>AutoRec|Toradora!<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Mob Psycho 100<>AutoRec|Sayonara Zetsubou Sensei<>AutoRec|Serial Experiments Lain<>AutoRec
7395;Gakuen Handsome: Legend of Sexy;5.65;2;Feb 4, 2016;None;Game;4 min. per ep.;2;586;add some;Comedy|Music;Gakuen Handsome<>AutoRec|Yuri!!! on Ice<>AutoRec|Gakuen Handsome: Haitoku no Lesson<>AutoRec|Mob Psycho 100<>AutoRec|Kimi no Na wa.<>AutoRec|Sakamoto desu ga?<>AutoRec|Gakuen Handsome The Animation<>AutoRec|Boku no Hero Academia<>AutoRec|Koe no Katachi<>AutoRec|Doukyuusei (Movie)<>AutoRec
7396;Grendizer Giga;5.65;1;Apr 12, 2015;None;Manga;1 min.;2;321;add some;Action|Mecha;Shin Mazinger Shougeki! Z-hen<>AutoRec|One Punch Man<>AutoRec|UFO Robo Grendizer<>AutoRec|Kimi no Na wa.<>AutoRec|Great Mazinger<>AutoRec|Cyborg 009 VS Devilman<>AutoRec|Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu<>AutoRec|Dragon Ball<>AutoRec|Mobile Suit Gundam Thunderbolt<>AutoRec|Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu<>AutoRec
7397;Gyo;5.65;1;Feb 15, 2012;None;Manga;1 hr. 10 min.;2;32,240;ufotable;Horror;Highschool of the Dead<>2 Users|Nami<>2 Users|Blood-C<>1 User|Shiki<>1 User|Black Jack<>1 User|Gantz<>1 User|Tokyo Magnitude 8.0<>1 User|Akira<>1 User|Ao no 6-gou<>1 User|Adventures in Beauty Wonderland<>1 User|Agitated Screams of Maggots<>1 User|Shinryaku! Ika Musume<>1 User
7398;Mahou no Tenshi Creamy Mami: Zutto Kitto Motto;5.65;1;Mar 25, 1998;None;Original;3 min.;2;200;Studio Pierrot;Fantasy|Magic|Music|Romance|School|Sci-Fi|Shoujo;Made in Abyss<>AutoRec|Ace wo Nerae! (1979)<>AutoRec|Versailles no Bara<>AutoRec|Sakura Nagashi<>AutoRec|Shoujo Kakumei Utena<>AutoRec|Little Witch Academia (TV)<>AutoRec|New Game!!<>AutoRec|Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?<>AutoRec|FLCL<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec
7399;Mahou no Yousei Persia Pilot;5.65;1;May 23, 2003;None;Original;3 min.;2;190;Studio Pierrot;Magic;Majokko Shimai no Yoyo to Nene<>AutoRec|Boku no Hero Academia<>AutoRec|Fresh Precure!<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Kaze no Tani no Nausicaä<>AutoRec|Umi Monogatari: Anata ga Ite Kureta Koto<>AutoRec|Akira<>AutoRec|Saint☆Oniisan (Movie)<>AutoRec|Fullmetal Alchemist<>AutoRec|Mobile Suit Gundam 0080: War in the Pocket<>AutoRec
7400;Nar Doma;5.65;26;May 17, 2015 to Nov 12, 2015;Sundays at 04:50 (JST);Web manga;2 min. per ep.;2;2,200;Kachidoki Studio;Comedy;Death Parade<>AutoRec|Tokyo Ghoul<>AutoRec|Ookami Shoujo to Kuro Ouji<>AutoRec|Ansatsu Kyoushitsu (TV)<>AutoRec|Kiseijuu: Sei no Kakuritsu<>AutoRec|Zankyou no Terror<>AutoRec|Gekkan Shoujo Nozaki-kun<>AutoRec|Orenchi no Furo Jijou<>AutoRec|Ore Monogatari!!<>AutoRec|Haikyuu!!<>AutoRec
7401;Ozmafia!! Special;5.65;1;Oct 28, 2016;None;Visual novel;Unknown;2;1,012;add some;Historical|School|Shoujo;Yuri!!! on Ice<>AutoRec|Kimi no Na wa.<>AutoRec|Koe no Katachi<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Watashi ga Motete Dousunda<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Ozmafia!!<>AutoRec|Mob Psycho 100<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Naruto: Shippuuden<>AutoRec
7402;Shimanchu MiRiKa;5.65;1;Mar 21, 2011;None;Unknown;24 min.;2;299;add some;Slice of Life;Noragami<>AutoRec|Psycho-Pass<>AutoRec|Shingeki no Kyojin<>AutoRec|Hunter x Hunter (2011)<>AutoRec|Gekkan Shoujo Nozaki-kun<>AutoRec|Seirei no Moribito<>AutoRec|Redline<>AutoRec|Kill la Kill<>AutoRec|Neon Genesis Evangelion<>AutoRec|Noragami Aragoto<>AutoRec
7403;Violence Jack: Hell's Wind-hen;5.65;1;Nov 9, 1990;None;Unknown;52 min.;2;3,690;add some;Action|Drama|Horror;Akira<>1 User|Genocyber<>1 User|Amon: Devilman Mokushiroku<>1 User|Kenpuu Denki Berserk<>1 User|Hokuto no Ken: Raoh Gaiden Gekitou-hen<>1 User|Hokuto no Ken: Raoh Gaiden Junai-hen<>1 User|Shin Hokuto no Ken<>1 User|MD Geist II: Death Force<>1 User|Soukihei MD Geist<>1 User
7404;Yuureisen;5.65;1;Apr, 1956;None;Book;11 min.;2;769;add some;Supernatural;1001 Nights<>1 User|Ninja Slayer From Animation<>1 User|Gankutsuou<>1 User|One Punch Man<>AutoRec|Kimi no Na wa.<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Steins,Gate<>AutoRec|Mob Psycho 100<>AutoRec|Death Parade<>AutoRec|Mononoke Hime<>AutoRec|Hunter x Hunter (2011)<>AutoRec
7405;Ai Mai! Moe Can Change!;5.64;1;May 25, 2012;None;Game;24 min.;2;5,424;add some;Comedy|Sci-Fi;Sengoku Collection<>1 User|Houkago no Pleiades<>1 User|Working!!<>1 User|Chobits<>1 User|PES: Peace Eco Smile<>1 User|Kuromajo-san ga Tooru!!<>1 User
7406;Alice in Cyberland;5.64;1;Dec 21, 1996;None;Unknown;25 min.;2;746;add some;Action;Akira<>AutoRec|Afro Samurai<>AutoRec|Air Gear<>AutoRec|Azumanga Daioh<>AutoRec|Air<>AutoRec|Ai Yori Aoshi<>AutoRec|Aa! Megami-sama! (TV)<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Angel Beats!<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec
7407;Baby Felix;5.64;65;Oct 8, 2000 to Jun 29, 2001;Sundays at 17:50 (JST);Unknown;12 min. per ep.;2;286;Radix;Comedy|Kids;Death Note<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Ao no Exorcist<>AutoRec|D.Gray-man<>AutoRec|InuYasha: Kanketsu-hen<>AutoRec|Fullmetal Alchemist<>AutoRec|Angel Beats!: Another Epilogue<>AutoRec|Yuri!!! on Ice<>AutoRec|Bleach Movie 1: Memories of Nobody<>AutoRec
7408;Bikini Warriors OVA;5.64;2;Dec 7, 2016;None;Other;4 min. per ep.;2;6,677;feel.;Comedy|Parody|Ecchi|Fantasy;Kagaku na Yatsura<>1 User|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Kimi no Na wa.<>AutoRec|Demi-chan wa Kataritai<>AutoRec|Eromanga-sensei<>AutoRec|Keijo!!!!!!!!<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Boku no Hero Academia<>AutoRec
7409;Bouken Shite mo Ii Koro;5.64;3;Nov 21, 1989 to Aug 24, 1990;None;Manga;45 min. per ep.;2;440;add some;Comedy|Seinen;Koe de Oshigoto! The Animation<>1 User|Shigatsu wa Kimi no Uso<>AutoRec|Accelerando: Datenshi-tachi no Sasayaki<>AutoRec|Aneki... My Sweet Elder Sister The Animation<>AutoRec|Ansatsu Kyoushitsu (TV) 2nd Season<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec|Boin<>AutoRec|Fukubiki! Triangle: Miharu After<>AutoRec|Koutetsu no Majo Annerose<>AutoRec|Aniyome wa Ijippari<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec
7410;Dennou Sentai Voogie's★Angel;5.64;3;Jul 24, 1997 to Jul 24, 1998;None;Unknown;27 min. per ep.;2;1,284;J.C.Staff;Action|Mecha|Military|Drama|Sci-Fi;Gate Keepers 21<>1 User|Elfen Lied<>1 User|Sen to Chihiro no Kamikakushi<>AutoRec|Mononoke Hime<>AutoRec|Majo no Takkyuubin<>AutoRec|Trigun<>AutoRec|Cowboy Bebop<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Samurai Champloo<>AutoRec|Hellsing<>AutoRec|Vampire Hunter D<>AutoRec|Akira<>AutoRec
7411;Escape from Tsuki no Uragawa Zoo;5.64;1;Nov 16, 2016;None;Music;3 min.;2;97;add some;Drama|Fantasy|Music;Koe no Katachi<>AutoRec|Tokyo Ghoul<>AutoRec|Death Note<>AutoRec|Sakamoto desu ga? Special<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Youjo Senki<>AutoRec|Shigatsu wa Kimi no Uso<>AutoRec|Kimi no Na wa.<>AutoRec|Bakemono no Ko<>AutoRec|Lupin the Third: Mine Fujiko to Iu Onna<>AutoRec
7412;Gundress;5.64;1;Mar 20, 1999;None;Unknown;1 hr. 25 min.;2;2,250;add some;Action|Mecha|Sci-Fi;Bubblegum Crisis<>1 User|Appleseed<>1 User|Ghost in the Shell<>1 User|Ghost in the Shell: Stand Alone Complex<>1 User
7413;Hane (2016);5.64;1;Dec 25, 2015;None;Music;1 min.;2;161;add some;Music;Kobayashi-san Chi no Maid Dragon<>AutoRec|Shelter<>AutoRec|Kimi no Na wa.<>AutoRec|Kotonoha no Niwa<>AutoRec|Little Witch Academia (TV)<>AutoRec|Yami Shibai 5th Season<>AutoRec|Youjo Senki<>AutoRec|Answer (2016)<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Noragami<>AutoRec
7414;Hoshi no Orpheus;5.64;1;Oct 27, 1979;None;Unknown;1 hr. 20 min.;2;391;add some;Fantasy|Kids;Tenkuu no Shiro Laputa<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Shingeki no Kyojin<>AutoRec|Zoku Natsume Yuujinchou<>AutoRec|Coquelicot-zaka kara<>AutoRec|Dragon Ball Kai<>AutoRec|Uchuu Senkan Yamato<>AutoRec|Hotarubi no Mori e<>AutoRec|Kimi no Na wa.<>AutoRec|Natsume Yuujinchou San<>AutoRec
7415;Kyoufu Densetsu Kaiki! Frankenstein;5.64;1;Jul 27, 1981;None;Unknown;1 hr. 51 min.;2;680;Toei Animation;Sci-Fi|Horror|Drama;Yami no Teio: Kyuuketsuki Dracula<>1 User|Monster ni Natta Domerica<>1 User|Steins,Gate<>AutoRec|Death Note<>AutoRec|Shingeki no Kyojin<>AutoRec|Fullmetal Alchemist<>AutoRec|Sword Art Online<>AutoRec|Akira<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|One Piece<>AutoRec|Kill la Kill<>AutoRec
7416;Midori no Neko;5.64;1;Oct 1, 1983;None;Manga;24 min.;2;659;Tezuka Productions;Mystery;Fumoon<>1 User|One Punch Man<>AutoRec|Mononoke Hime<>AutoRec|Omoide no Marnie<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Shingeki no Kyojin<>AutoRec|Kimi no Na wa.<>AutoRec|Bakemono no Ko<>AutoRec|Mob Psycho 100<>AutoRec|Ookami Kodomo no Ame to Yuki<>AutoRec
7417;Minarai Chameleon;5.64;1;Apr 5, 2010;None;Unknown;2 min.;2;155;add some;Comedy|Kids|Music;Death Note<>AutoRec|Muumin (1972)<>AutoRec|Angel Beats!<>AutoRec|Mirai Nikki (TV)<>AutoRec|Nobiro Nobiro Daisuki na Ki<>AutoRec|Ore no Imouto ga Konnani Kawaii Wake ga Nai<>AutoRec|K<>AutoRec|Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?<>AutoRec|Higurashi no Naku Koro ni Kai<>AutoRec|Muumin<>AutoRec
7418;Momoya x Peeping Life: Go en Desu yo! II;5.64;5;Dec 19, 2013 to Jan 16, 2014;None;Unknown;5 min. per ep.;2;215;add some;Slice of Life|Comedy;Zero kara Hajimeru Mahou no Sho<>AutoRec|Momoya x Peeping Life: Go en Desu yo!<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Druaga no Tou: The Sword of Uruk<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Knight's & Magic<>AutoRec|Made in Abyss<>AutoRec|Hai to Gensou no Grimgar<>AutoRec|Flying Witch<>AutoRec|Kuroko no Basket<>AutoRec
7419;One Room;5.64;12;Jan 11, 2017 to Mar 29, 2017;Wednesdays at 22:40 (JST);Original;4 min. per ep.;2;34,808;TYPHOON GRAPHICS;Slice of Life;Getsuyoubi no Tawawa<>2 Users|Makura no Danshi<>1 User|Issho ni Sleeping: Sleeping with Hinako<>1 User|Idol Kouhosei<>1 User
7420;Oniku Daisuki! Zeushi-kun;5.64;12;Jan 6, 2014 to Mar 24, 2014;Mondays at Unknown;Original;1 min. per ep.;2;197;DLE;Comedy;Danshi Koukousei no Nichijou<>AutoRec|Tonari no Totoro<>AutoRec|Zankyou no Terror<>AutoRec|One Punch Man<>AutoRec|Tsumiki no Ie<>AutoRec|Shirobako<>AutoRec|Majo no Takkyuubin<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Shelter<>AutoRec|Kimi no Na wa.<>AutoRec
7421;Ugokie Kori no Tatehiki;5.64;1;Dec 31, 1933;None;Original;11 min.;2;679;add some;Comedy|Supernatural;Namakura Gatana<>1 User|Kobutori (1929)<>1 User|Kaumori<>1 User|Death Note<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Shingeki no Kyojin<>AutoRec|Ghost in the Shell<>AutoRec|Perfect Blue<>AutoRec|Sennen Joyuu<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Neon Genesis Evangelion<>AutoRec|Tonari no Totoro<>AutoRec
7422;1989;5.63;1;Jun 3, 2009;None;Unknown;7 min.;2;601;add some;Space|Music;Kimi no Na wa.<>AutoRec|Boku no Hero Academia<>AutoRec|Mob Psycho 100<>AutoRec|Koe no Katachi<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Cowboy Bebop<>AutoRec|Shelter<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec
7423;Densha Kamo Shirenai;5.63;1;Jun, 2002;None;Music;4 min.;2;598;add some;Music;Paprika<>AutoRec|Majo no Takkyuubin<>AutoRec|Haibane Renmei<>AutoRec|Death Note<>AutoRec|Sennen Joyuu<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Tonari no Totoro<>AutoRec|Nekojiru-sou<>AutoRec|Shingeki no Kyojin<>AutoRec|Tsumiki no Ie<>AutoRec
7424;I'm Here with You;5.63;1;2009;None;Music;4 min.;2;371;add some;Music|Kids;Death Note<>AutoRec|Toradora!<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Shingeki no Kyojin<>AutoRec|K-On!: Live House!<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Kaze no Tani no Nausicaä<>AutoRec|One Piece<>AutoRec|Passion<>AutoRec|Natsume Yuujinchou<>AutoRec
7425;Legend of Lemnear: Kyokuguro no Tsubasa Valkisas;5.63;1;Jul 25, 1989;None;Original;45 min.;2;3,938;AIC;Action|Adventure|Fantasy;Bastard!!: Ankoku no Hakaishin<>2 Users|Plastic Little<>2 Users|Eiyuu Gaiden Mozaicka<>1 User|Amon Saga<>1 User|Legend of Crystania OVA<>1 User|Haou Taikei Ryuu Knight<>1 User
7426;Murder;5.63;1;1964;None;Unknown;10 min.;2;1,081;add some;Parody|Mystery|Vampire;Death Note<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Mononoke Hime<>AutoRec|Toki wo Kakeru Shoujo<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec|Toradora!<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Baccano!<>AutoRec
7427;Nihon Mukashibanashi: Saru Kani;5.63;1;1972;None;Unknown;19 min.;2;159;add some;Fantasy;Texhnolyze<>AutoRec|FLCL<>AutoRec|Niji ni Mukatte<>AutoRec|Accel World<>AutoRec|Katte ni Kaizou Specials<>AutoRec|Death Note<>AutoRec|Aru Machi Kado no Monogatari<>AutoRec|Blood-C: The Last Dark<>AutoRec|Neon Genesis Evangelion: The End of Evangelion<>AutoRec|Dragon Nest: Warriors' Dawn<>AutoRec
7428;Onara Gorou;5.63;13;Jul 3, 2016 to Sep 24, 2016;Sundays at Unknown;Original;3 min. per ep.;2;6,693;ILCA;Comedy;Mori no Andou<>1 User|One Punch Man<>1 User|Ping Pong The Animation<>1 User|Utsu Musume Sayuri<>1 User|Angel Densetsu<>1 User|Pikotarou no Lullaby Lullaby (TV)<>1 User|Yo! Daitouryou Trap-kun<>1 User
7429;Schick x Evangelion;5.63;2;May 11, 2015;None;Original;1 min. per ep.;2;2,980;add some;Comedy|Parody;Suntory Minami Alps no Tennen Mizu<>1 User|Zeonic Toyota Special Movie<>1 User|Neon Genesis Evangelion<>1 User|Neon Genesis Evangelion: The End of Evangelion<>AutoRec|Evangelion: 1.0 You Are (Not) Alone<>AutoRec|Evangelion: 2.0 You Can (Not) Advance<>AutoRec|One Punch Man<>AutoRec|Kimi no Na wa.<>AutoRec|Evangelion: 3.0 You Can (Not) Redo<>AutoRec|Boku no Hero Academia<>AutoRec|Mob Psycho 100<>AutoRec|Kill la Kill<>AutoRec
7430;Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete;5.63;1;Aug, 2008;None;Unknown;20 min.;2;179;add some;Kids;Death Note<>AutoRec|Tenkuu no Shiro Laputa<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Dennou Coil<>AutoRec|Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!<>AutoRec|Tsumiki no Ie<>AutoRec|Chikyuu Bouei Kazoku<>AutoRec|Kuro no Sumika: Chronus<>AutoRec|Memory (ONA)<>AutoRec
7431;Transformers: Robot Masters;5.63;2;Jan 1, 2004 to Dec 31, 2005;None;Unknown;6 min. per ep.;2;570;add some;Mecha;Transformers Galaxy Force<>AutoRec|Transformers the Movie<>AutoRec|Transformers Micron Densetsu<>AutoRec|Tatakae! Chou Robot Seimeitai Transformers<>AutoRec|Transformers: Car Robots<>AutoRec|Dragon Ball Z<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|Death Note<>AutoRec|Toradora!<>AutoRec
